Clasificación;Subclasificacion;Monodroga;costo (entrada);Convenio Salida;Convenio Entrada;Transferencia;Lista Entrada;Lista Salida;Fecha;Cliente;Filial OSDE INTERIOR;Formulario;Numero;Cod Prov;Nombre Proveedor;Cod Prod;Nombre Producto;Cant;Precio;percepcion;percep_ib;iva; dto ;Importe;z;Costo Nta. Vta.;Costo total Nta. Vta.;Margen Reposicion;Margen Rep %;
CTACTE;CIRMED_MAT;LANCETAS;427,24;CIRMED_MAT;CIRMED_MAT;NO;09/09/2022;211;20/10/2022;40236;;FACTURA A;6000342131;60243;ROFINA SA X CO ROCHE DIABETES;50264;ACCU-CHEK FASTCLIK LANCETAS X 24;1;774,38;0;0;131,45;19,17;625,93;;456,88;456,88;169,05;27,00%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;3.433,57;CIRMED_MAT;CIRMED_MAT;NO;09/09/2022;211;20/10/2022;40236;;FACTURA A;6000342131;60243;ROFINA SA X CO ROCHE DIABETES;53986;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.112,40;0;0;858,37;42,53;4.087,49;;3.673,75;3.673,75;413,74;10,10%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;584,07;CIRMED_MAT;PM_CUARENT;SI;11/04/2022;211;20/10/2022;40236;;FACTURA A;6000342132;21458;DLD MEDICAL GROUP INC.;42635;PRODIGY EXC 360 TS X TM TIRAS REACT. CAJA X 50;1;7.092,56;0;0;526,81;64,63;2.508,64;;1.956,57;1.956,57;552,07;22,00%;
CTACTE;CIRMED_MAT;INSULINA GLARGINA;19.915,55;CIRMED_MAT;CCESPECIAL;SI;06/09/2022;211;20/10/2022;40236;;FACTURA A;6000342133;60131;SANOFI - AVENTIS ARG. S.A.;41517;INSULINA LANTUS SOLOSTAR 100UI/ML LAP. PRELL. X 5;1;38.503,39;0;0;0;35,99;24.646,02;;21.110,48;21.110,48;3.535,54;14,30%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;3.196,98;CIRMED_MAT;CIRMED_MAT;NO;26/08/2022;211;20/10/2022;40236;;FACTURA A;6000342133;60243;ROFINA SA X CO ROCHE DIABETES;5000182;ACCU-CHEK PERFORMA 50;2;7.112,40;0;0;1.716,75;42,53;8.174,99;;3.673,75;7.347,51;827,48;10,10%;
CTACTE;CIRMED_MAT;INSULINA ASPARTATO;11.176,78;CIRMED_MAT;CCESPECIAL;SI;09/08/2022;211;20/10/2022;40236;;FACTURA A;6000342134;60067;ROFINA SA X C.O. NOVO NORDISK;30360;INSULINA NOVORAPID PENFILL 100 UI CART.X 5 X 3 ML;1;23.621,27;0;0;0;35,46;15.245,17;;12.605,61;12.605,61;2.639,56;17,30%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;3.196,98;CIRMED_MAT;CIRMED_MAT;NO;26/08/2022;211;20/10/2022;40236;;FACTURA A;6000342134;60243;ROFINA SA X CO ROCHE DIABETES;5000182;ACCU-CHEK PERFORMA 50;3;7.112,40;0;0;2.575,12;42,53;12.262,48;;3.673,75;11.021,26;1.241,22;10,10%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;584,07;CIRMED_MAT;PM_CUARENT;SI;11/04/2022;211;20/10/2022;40236;;FACTURA A;6000342135;21458;DLD MEDICAL GROUP INC.;42635;PRODIGY EXC 360 TS X TM TIRAS REACT. CAJA X 50;1;7.092,56;0;0;526,81;64,63;2.508,64;;1.956,57;1.956,57;552,07;22,00%;
CTACTE;CIRMED_MAT;LANCETAS;427,24;CIRMED_MAT;CIRMED_MAT;NO;09/09/2022;211;20/10/2022;40236;;FACTURA A;6000342135;60243;ROFINA SA X CO ROCHE DIABETES;50264;ACCU-CHEK FASTCLIK LANCETAS X 24;1;774,38;0;0;131,45;19,17;625,93;;456,88;456,88;169,05;27,00%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;584,07;CIRMED_MAT;PM_CUARENT;SI;11/04/2022;211;20/10/2022;40236;;FACTURA A;6000342136;21458;DLD MEDICAL GROUP INC.;42635;PRODIGY EXC 360 TS X TM TIRAS REACT. CAJA X 50;1;7.092,56;0;0;526,81;64,63;2.508,64;;1.956,57;1.956,57;552,07;22,00%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;923,23;CIRMED_MAT;;;;212;20/10/2022;40236;;FACTURA A;6000342137;21458;DLD MEDICAL GROUP INC.;42635;PRODIGY EXC 360 TS X TM TIRAS REACT. CAJA X 50;1;7.588,43;0;0;563,65;64,63;2.684,03;;2.093,36;2.093,36;590,67;22,00%;
CTACTE;CIRMED_MAT;LANCETAS;1.527,93;CIRMED_MAT;CTACTE;SI;12/09/2022;212;20/10/2022;40236;;FACTURA A;6000342137;66560;GLOBALF X CO TEMIS LOSTALO;5,016E+12;MICROLET LANCETAS X 100 UNIDADES;1;2.609,36;0;0;438,37;20;2.087,49;;1.609,16;1.609,16;478,33;22,90%;
CTACTE;CIRMED_MAT;LANCETAS;1.527,93;CIRMED_MAT;CTACTE;SI;12/09/2022;212;20/10/2022;40236;;FACTURA A;6000342138;66560;GLOBALF X CO TEMIS LOSTALO;5,016E+12;MICROLET LANCETAS X 100 UNIDADES;1;2.609,36;0;0;438,37;20;2.087,49;;1.609,16;1.609,16;478,33;22,90%;
CTACTE;CIRMED_MAT;LANCETAS;427,24;CIRMED_MAT;MEDIFE;SI;15/09/2022;212;20/10/2022;40236;;FACTURA A;6000342139;60243;ROFINA SA X CO ROCHE DIABETES;50264;ACCU-CHEK FASTCLIK LANCETAS X 24;2;828,10;0;0;281,13;19,17;1.338,71;;484,70;969,39;369,32;27,60%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;3.433,57;CIRMED_MAT;CIRMED_MAT;NO;09/09/2022;212;20/10/2022;40236;;FACTURA A;6000342139;60243;ROFINA SA X CO ROCHE DIABETES;53986;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;2;7.609,92;0;0;1.836,84;42,53;8.746,84;;3.901,17;7.802,34;944,50;10,80%;
CTACTE;CIRMED_MAT;INSULINA GLARGINA;19.915,55;CIRMED_MAT;CCESPECIAL;SI;10/09/2022;212;20/10/2022;40236;;FACTURA A;6000342140;60131;SANOFI - AVENTIS ARG. S.A.;41517;INSULINA LANTUS SOLOSTAR 100UI/ML LAP. PRELL. X 5;1;40.813,59;0;0;0;35,99;26.124,78;;22.208,22;22.208,22;3.916,56;15,00%;
CTACTE;CIRMED_MAT;INSULINA LISPRO;13.558,70;CIRMED_MAT;CCESPECIAL;SI;22/09/2022;212;20/10/2022;40236;;FACTURA A;6000342140;60024;ELI LILLY INTERAM. INC SUC ARG;4218266;INSULINA HUMALOG KWIKPEN 100 U LAP.APLIC.DESC. X 5;1;37.890,41;0;0;0;49,59;19.100,56;;15.119,58;15.119,58;3.980,98;20,80%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;3.196,98;CIRMED_MAT;CIRMED_MAT;NO;26/08/2022;212;20/10/2022;40236;;FACTURA A;6000342140;60243;ROFINA SA X CO ROCHE DIABETES;5000182;ACCU-CHEK PERFORMA 50;2;7.609,92;0;0;1.836,84;42,53;8.746,84;;3.901,17;7.802,34;944,50;10,80%;
CTACTE;CIRMED_MAT;LANCETAS;427,24;CIRMED_MAT;CIRMED_MAT;NO;09/09/2022;212;20/10/2022;40236;;FACTURA A;6000342141;60243;ROFINA SA X CO ROCHE DIABETES;50264;ACCU-CHEK FASTCLIK LANCETAS X 24;1;828,10;0;0;140,56;19,17;669,35;;484,70;484,70;184,65;27,60%;
CTACTE;CIRMED_MAT;INSULINA HUMANA;8.438,41;CIRMED_MAT;CCESPECIAL;SI;10/09/2022;212;20/10/2022;40236;;FACTURA A;6000342141;60067;ROFINA SA X C.O. NOVO NORDISK;4508833;INSULINA INSULATARD FLEXPEN HM 100UI LAP.PRELL X 5;1;17.766,89;0;0;0;35,46;11.466,75;;9.409,83;9.409,83;2.056,92;17,90%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;3.196,98;CIRMED_MAT;CIRMED_MAT;NO;26/08/2022;212;20/10/2022;40236;;FACTURA A;6000342141;60243;ROFINA SA X CO ROCHE DIABETES;5000182;ACCU-CHEK PERFORMA 50;1;7.609,92;0;0;918,42;42,53;4.373,42;;3.901,17;3.901,17;472,25;10,80%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;923,23;CIRMED_MAT;;;;212;20/10/2022;40236;;FACTURA A;6000342142;21458;DLD MEDICAL GROUP INC.;42635;PRODIGY EXC 360 TS X TM TIRAS REACT. CAJA X 50;1;7.588,43;0;0;563,65;64,63;2.684,03;;2.093,36;2.093,36;590,67;22,00%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;3.196,98;CIRMED_MAT;CIRMED_MAT;NO;26/08/2022;212;20/10/2022;40236;;FACTURA A;6000342143;60243;ROFINA SA X CO ROCHE DIABETES;5000182;ACCU-CHEK PERFORMA 50;2;7.609,92;0;0;1.836,84;42,53;8.746,84;;3.901,17;7.802,34;944,50;10,80%;
CTACTE;CIRMED_MAT;DISPOSITIVO PARA APLIC. INSULINA;2.028,20;CIRMED_MAT;CCESPECIAL;SI;16/09/2022;212;20/10/2022;40236;;FACTURA A;6000342144;60067;ROFINA SA X C.O. NOVO NORDISK;54108;AGUJAS NOVOFINE 32 G 4 MM AGUJAS X 100;1;3.463,71;0;0;696,1;4,3;3.314,77;;2.261,69;2.261,69;1.053,08;31,80%;
CTACTE;CIRMED_MAT;INSULINA GLULISINA;16.708,89;CIRMED_MAT;CCESPECIAL;SI;10/09/2022;212;20/10/2022;40236;;FACTURA A;6000342145;60131;SANOFI - AVENTIS ARG. S.A.;41518;INSULINA APIDRA SOLOSTAR 100UI/ML LAP. PRELL. X 5;1;34.242,08;0;0;0;35,99;21.918,36;;18.632,42;18.632,42;3.285,94;15,00%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;923,23;CIRMED_MAT;;;;212;20/10/2022;40236;;FACTURA A;6000342145;21458;DLD MEDICAL GROUP INC.;42635;PRODIGY EXC 360 TS X TM TIRAS REACT. CAJA X 50;2;7.588,43;0;0;1.127,29;64,63;5.368,06;;2.093,36;4.186,72;1.181,34;22,00%;
CTACTE;CIRMED_MAT;INSULINA GLARGINA;18.043,58;CIRMED_MAT;CCESPECIAL;SI;06/09/2022;212;20/10/2022;40236;;FACTURA A;6000342145;60131;SANOFI - AVENTIS ARG. S.A.;53290;INSULINA TOUJEO 300 U/ML X 3 LAP.;2;36.977,31;0;0;0;35,99;47.338,35;;20.120,76;40.241,51;7.096,84;15,00%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;923,23;CIRMED_MAT;;;;212;20/10/2022;40236;;FACTURA A;6000342146;21458;DLD MEDICAL GROUP INC.;42635;PRODIGY EXC 360 TS X TM TIRAS REACT. CAJA X 50;2;7.588,43;0;0;1.127,29;64,63;5.368,06;;2.093,36;4.186,72;1.181,34;22,00%;
CTACTE;CIRMED_MAT;INSULINA LISPRO;13.558,70;CIRMED_MAT;CCESPECIAL;SI;22/09/2022;212;20/10/2022;40236;;FACTURA A;6000342146;60024;ELI LILLY INTERAM. INC SUC ARG;4218266;INSULINA HUMALOG KWIKPEN 100 U LAP.APLIC.DESC. X 5;1;37.890,41;0;0;0;49,59;19.100,56;;15.119,58;15.119,58;3.980,98;20,80%;
CTACTE;CIRMED_MAT;INSULINA GLARGINA;13.289,19;CIRMED_MAT;CCESPECIAL;SI;18/08/2022;212;20/10/2022;40236;;FACTURA A;6000342146;60024;ELI LILLY INTERAM. INC SUC ARG;6419552;INSULINA BASAGLAR KWIKPEN 100 U/ML INY PRELL X 5X3;2;38.917,03;0;0;0;44,74;43.011,10;;15.529,24;31.058,48;11.952,62;27,80%;
CTACTE;CIRMED_MAT;LANCETAS;1.527,93;CIRMED_MAT;CTACTE;SI;12/09/2022;212;20/10/2022;40236;;FACTURA A;6000342146;66560;GLOBALF X CO TEMIS LOSTALO;5,016E+12;MICROLET LANCETAS X 100 UNIDADES;1;2.687,64;0;0;451,53;20;2.150,12;;1.609,16;1.609,16;540,96;25,20%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;3.196,98;CIRMED_MAT;CIRMED_MAT;NO;11/08/2022;212;20/10/2022;40236;;FACTURA A;6000342147;60243;ROFINA SA X CO ROCHE DIABETES;4,01563E+12;ACCU-CHEK ACTIVE GLUC TIRAS REAC. X 50;1;7.609,92;0;0;918,42;42,53;4.373,42;;3.901,17;3.901,17;472,25;10,80%;
CTACTE;CIRMED_MAT;INSULINA ASPARTATO;14.692,91;CIRMED_MAT;CCESPECIAL;SI;03/10/2022;212;20/10/2022;40236;;FACTURA A;6000342148;60067;ROFINA SA X C.O. NOVO NORDISK;31833;INSULINA NOVORAPID FLEXPEN 100 UI LAPICERAS X 5 X;1;30.935,63;0;0;0;35,46;19.965,86;;16.384,36;16.384,36;3.581,50;17,90%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;3.433,57;CIRMED_MAT;CIRMED_MAT;NO;09/09/2022;212;20/10/2022;40236;;FACTURA A;6000342148;60243;ROFINA SA X CO ROCHE DIABETES;5000182;ACCU-CHEK PERFORMA 50;2;7.609,92;0;0;1.836,84;42,53;8.746,84;;3.901,17;7.802,34;944,50;10,80%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;923,23;CIRMED_MAT;;;;212;20/10/2022;40236;;FACTURA A;6000342149;21458;DLD MEDICAL GROUP INC.;42635;PRODIGY EXC 360 TS X TM TIRAS REACT. CAJA X 50;1;7.588,43;0;0;563,65;64,63;2.684,03;;2.093,36;2.093,36;590,67;22,00%;
CTACTE;PATRONESCA;EFAVIRENZ+EMTRICITABINA+TENOFOVIR;5.000,24;PATRONESCA;CCESPECIAL;SI;07/09/2022;211;21/10/2022;40157;;FACTURA A;6000342152;66584;LABORATORIO ELEA PHOENIX S.A.;53409;SIMPLIR COMP. REC. X 30;1;73.488,29;0;0;0;91,28;6.410,38;;4.999,95;4.999,95;1.410,43;22,00%;
CTACTE;PATRONESCA;TAMOXIFENO;240,51;PATRONESCA;OSMATA;SI;06/09/2022;211;21/10/2022;40157;;FACTURA A;6000342153;60034;GADOR SA;3927;TAMOXIFENO GADOR 20 MG COMP.X 30;1;2.465,23;0;0;0;55;1.109,35;;255,02;255,02;854,33;77,00%;
CTACTE;PATRONESCA;LAMIVUDINA + TENOFOVIR + DORAVIRINA;19.994,59;PATRONESCA;IAPOS;SI;04/07/2022;212;21/10/2022;40157;;FACTURA A;6000342154;60150;GLOBALF X CO MSD ARGENTINA SRL;56387;DELSTRIGO COMP. REC. X 30;1;46.718,56;0;0;0;35,46;30.154,49;;24.743,44;24.743,44;5.411,05;17,90%;
OSDE;OSDE INTERIOR;FINGOLIMOD;427.013,89;OSDE SUC;OSDE;NO;18/07/2022;210;21/10/2022;40135;VILLA MARIA;FACTURA A;6000342155;60195;FARMANET X C.O. NOVARTIS;6081971;GILENYA 0.5 MG COMP. X 28;1;764.407,58;0;2.514,90;0;30;502.980,19;;447.486,28;447.486,28;55.493,91;11,00%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;11.011,09;OSDE SUC;OSDE;NO;14/07/2022;210;21/10/2022;40135;VILLA MARIA;FACTURA A;6000342156;60131;SANOFI - AVENTIS ARG. S.A.;13530;CLEXANE 40 MG JGA.PRELL.X 10;2;33.305,23;0;131,49;0;58;26.297,81;;12.219,58;24.439,15;1.858,66;7,10%;
OSDE;OSDE INTERIOR;RISANKIZUMAB;512.620,70;OSDE SUC;OSDE;NO;03/08/2022;210;21/10/2022;40135;VILLA MARIA;FACTURA A;6000342157;60219;ABBVIE SA;59720;SKYRIZI 150 MG LAPIC. PRELL. X 1;1;874.470,61;0;2.934,55;0;28,6;586.909,69;;530.562,43;530.562,43;56.347,26;9,60%;
CTACTE;CCESPECIAL;MICOFENOLATO SODICO;56.836,71;CCESPECIAL;CCESPECIAL;NO;10/09/2022;211;21/10/2022;40192;;FACTURA A;6000342158;60195;FARMANET X C.O. NOVARTIS;38665;MYFORTIC 360 MG COMP.GASTR.X 120;1;32.098,28;0;0;0;0;32.098,28;;56.836,71;56.836,71;-24.738,43;-77,10%;
CTACTE;CCESPECIAL;GOLIMUMAB;132.356,11;CCESPECIAL;SCRUZ FC;SI;17/08/2022;211;21/10/2022;40192;;FACTURA A;6000342159;60038;GLOBALF X CO JANSSEN CILAG;53503;SIMPONI I.V. 50 MG / 4,0 ML. 1 VIAL X 4 ML;1;164.800,17;0;0;0;0;164.800,17;;147.874,19;147.874,19;16.925,98;10,30%;
CTACTE;CCESPECIAL;GOLIMUMAB;132.356,11;CCESPECIAL;SCRUZ FC;SI;17/08/2022;212;21/10/2022;40192;;FACTURA A;6000342160;60038;GLOBALF X CO JANSSEN CILAG;53503;SIMPONI I.V. 50 MG / 4,0 ML. 1 VIAL X 4 ML;3;164.800,17;0;0;0;0;494.400,51;;155.415,78;466.247,33;28.153,18;5,70%;
CTACTE;CIRMED_MAT;DISPOSITIVO PARA APLIC. INSULINA;1.906,20;CIRMED_MAT;CCESPECIAL;SI;26/08/2022;211;21/10/2022;40236;;FACTURA A;6000342161;60067;ROFINA SA X C.O. NOVO NORDISK;54108;AGUJAS NOVOFINE 32 G 4 MM AGUJAS X 100;1;3.267,65;0;0;656,7;4,3;3.127,14;;2.149,89;2.149,89;977,25;31,30%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;3.035,79;CIRMED_MAT;CIRMED_MAT;NO;26/07/2022;211;21/10/2022;40236;;FACTURA A;6000342162;60243;ROFINA SA X CO ROCHE DIABETES;53986;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.112,40;0;0;858,37;42,53;4.087,49;;3.673,75;3.673,75;413,74;10,10%;
CTACTE;CIRMED_MAT;INSULINA LISPRO;13.558,70;CIRMED_MAT;CCESPECIAL;SI;08/09/2022;211;21/10/2022;40236;;FACTURA A;6000342163;60024;ELI LILLY INTERAM. INC SUC ARG;4218266;INSULINA HUMALOG KWIKPEN 100 U LAP.APLIC.DESC. X 5;1;37.890,41;0;0;0;49,59;19.100,56;;14.372,22;14.372,22;4.728,34;24,80%;
CTACTE;CIRMED_MAT;INSULINA HUMANA;8.438,41;CIRMED_MAT;CCESPECIAL;SI;10/09/2022;211;21/10/2022;40236;;FACTURA A;6000342163;60067;ROFINA SA X C.O. NOVO NORDISK;4508833;INSULINA INSULATARD FLEXPEN HM 100UI LAP.PRELL X 5;1;16.761,22;0;0;0;35,46;10.817,69;;8.944,71;8.944,71;1.872,98;17,30%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;3.196,98;CIRMED_MAT;CIRMED_MAT;NO;26/08/2022;211;21/10/2022;40236;;FACTURA A;6000342163;60243;ROFINA SA X CO ROCHE DIABETES;5000182;ACCU-CHEK PERFORMA 50;2;7.112,40;0;0;1.716,75;42,53;8.174,99;;3.673,75;7.347,51;827,48;10,10%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;584,07;CIRMED_MAT;PM_CUARENT;SI;11/04/2022;211;21/10/2022;40236;;FACTURA A;6000342164;21458;DLD MEDICAL GROUP INC.;42635;PRODIGY EXC 360 TS X TM TIRAS REACT. CAJA X 50;1;7.092,56;0;0;526,81;64,63;2.508,64;;1.956,57;1.956,57;552,07;22,00%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;584,07;CIRMED_MAT;PM_CUARENT;SI;11/04/2022;211;21/10/2022;40236;;FACTURA A;6000342165;21458;DLD MEDICAL GROUP INC.;42635;PRODIGY EXC 360 TS X TM TIRAS REACT. CAJA X 50;2;7.092,56;0;0;1.053,63;64,63;5.017,28;;1.956,57;3.913,14;1.104,14;22,00%;
CTACTE;CIRMED_MAT;INSULINA HUMANA;7.603,86;CIRMED_MAT;CCESPECIAL;SI;06/09/2022;211;21/10/2022;40236;;FACTURA A;6000342165;60067;ROFINA SA X C.O. NOVO NORDISK;4508833;INSULINA INSULATARD FLEXPEN HM 100UI LAP.PRELL X 5;2;16.761,22;0;0;0;35,46;21.635,38;;8.944,71;17.889,42;3.745,96;17,30%;
CTACTE;CIRMED_MAT;INSULINA ASPARTATO;14.692,92;CIRMED_MAT;CCESPECIAL;SI;10/09/2022;211;21/10/2022;40236;;FACTURA A;6000342165;60067;ROFINA SA X C.O. NOVO NORDISK;5066793;INSULINA NOVORAPID FLEXPEN 100 UI LAPICERAS X 5 X;1;29.184,56;0;0;0;35,46;18.835,72;;15.574,49;15.574,49;3.261,23;17,30%;
CTACTE;CIRMED_MAT;GLUCAGON;5.422,00;CIRMED_MAT;CCESPECIAL;SI;16/09/2022;211;21/10/2022;40236;;FACTURA A;6000342166;60067;ROFINA SA X C.O. NOVO NORDISK;27440;GLUCAGEN HYPOKIT 1 MG VIAL X 1+DISOLV.;1;6.380,00;0;0;0;0;6.380,00;;5.747,31;5.747,31;632,69;9,90%;
OSDE;OSDE INTERIOR;LETROZOL;10.529,02;OSDE SUC;OSDE;NO;18/07/2022;212;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342555;60195;FARMANET X C.O. NOVARTIS;21163;FEMARA 2.5 MG COMP.X 30;1;19.874,08;0;69,85;0;25,22;13.970,50;;12.335,64;12.335,64;1.634,86;11,70%;
OSDE;OSDE INTERIOR;ABEMACICLIB;122.604,18;OSDE SUC;OSDE;NO;14/09/2022;212;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342555;60024;ELI LILLY INTERAM. INC SUC ARG;56345;VERZENIO 150 MG COMP. X 14;2;221.697,21;0;1.600,48;0;23,2;320.095,30;;136.718,37;273.436,75;46.658,55;14,60%;
OSDE;OSDE INTERIOR;PALIPERIDONA;44.641,51;OSDE SUC;OSDE;NO;12/09/2022;211;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342556;60038;GLOBALF X CO JANSSEN CILAG;51656;INVEGA SUSTENNA 100 MG/ 1 ML JGA. PRELL.;1;71.922,43;0;252,79;0;25,22;50.557,93;;47.275,36;47.275,36;3.282,57;6,50%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;11.484,56;OSDE SUC;OSDE;NO;25/08/2022;211;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342557;60131;SANOFI - AVENTIS ARG. S.A.;13530;CLEXANE 40 MG JGA.PRELL.X 10;3;35.436,77;0;209,86;0;58;41.971,31;;12.952,75;38.858,24;3.113,07;7,40%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;11.484,56;OSDE SUC;OSDE;NO;25/08/2022;211;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342558;60131;SANOFI - AVENTIS ARG. S.A.;13530;CLEXANE 40 MG JGA.PRELL.X 10;2;35.436,77;0;139,9;0;58;27.980,87;;12.952,75;25.905,50;2.075,37;7,40%;
OSDE;OSDE INTERIOR;TOXINA BOTULINICA TIPO A;22.103,08;OSDE SUC;OSDE;NO;16/09/2022;211;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342559;60001;ALLERGAN PROD.FARMACEUTICOS SA;23390;BOTOX 100 U VIAL X 1;1;44.183,00;0;137,06;0;34;27.411,13;;22.103,05;22.103,05;5.308,08;19,40%;
OSDE;OSDE INTERIOR;TENOFOVIR + EMTRICITABINA + BICTEGRAVIR;67.071,36;OSDE SUC;OSDE;NO;23/08/2022;211;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342560;60034;GADOR SA;56051;BIKTARVY COMP. REC. X 30;1;114.580,68;0;407,63;0;24,31;81.526,86;;71.119,04;71.119,04;10.407,82;12,80%;
OSDE;OSDE INTERIOR;INSULINA GLULISINA;13.048,89;OSDE SUC;OSDE;NO;18/07/2022;210;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342561;60131;SANOFI - AVENTIS ARG. S.A.;41518;INSULINA APIDRA SOLOSTAR 100UI/ML LAP. PRELL. X 5;2;30.360,76;0;162,67;0;43;32.534,59;;14.481,04;28.962,07;3.572,52;11,00%;
OSDE;OSDE INTERIOR;INSULINA GLARGINA;14.091,23;OSDE SUC;OSDE;NO;13/07/2022;210;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342561;60131;SANOFI - AVENTIS ARG. S.A.;53290;INSULINA TOUJEO 300 U/ML X 3 LAP.;5;32.785,95;0;435,32;0;43,5;87.063,09;;15.637,77;78.188,84;8.874,25;10,20%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;11.011,09;OSDE SUC;OSDE;NO;10/08/2022;210;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342562;60131;SANOFI - AVENTIS ARG. S.A.;13530;CLEXANE 40 MG JGA.PRELL.X 10;1;33.305,23;0;65,74;0;58;13.148,90;;12.219,58;12.219,58;929,32;7,10%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;11.484,56;OSDE SUC;OSDE;NO;10/08/2022;210;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342562;60131;SANOFI - AVENTIS ARG. S.A.;13530;CLEXANE 40 MG JGA.PRELL.X 10;2;33.305,23;0;131,49;0;58;26.297,81;;12.219,58;24.439,15;1.858,66;7,10%;
OSDE;OSDE INTERIOR;TENOFOVIR + EMTRICITABINA + BICTEGRAVIR;66.210,62;OSDE SUC;OSDE;NO;04/08/2022;210;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342563;60034;GADOR SA;56051;BIKTARVY COMP. REC. X 30;1;108.059,41;0;384,43;0;24,31;76.886,82;;67.071,36;67.071,36;9.815,46;12,80%;
OSDE;OSDE INTERIOR;TENOFOVIR + EMTRICITABINA + BICTEGRAVIR;66.210,62;OSDE SUC;OSDE;NO;04/08/2022;210;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342564;60034;GADOR SA;56051;BIKTARVY COMP. REC. X 30;1;108.059,41;0;384,43;0;24,31;76.886,82;;67.071,36;67.071,36;9.815,46;12,80%;
OSDE;OSDE INTERIOR;UPADACITINIB;164.194,86;OSDE SUC;OSDE;NO;26/08/2022;211;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342565;60219;ABBVIE SA;56945;RINVOQ 15 MG X 30 COMP.;1;280.015,47;0;973,89;0;26;194.778,76;;173.995,82;173.995,82;20.782,94;10,70%;
OSDE;OSDE INTERIOR;CANNABIDIOL;7.607,87;OSDE SUC;OSDE;NO;18/08/2022;211;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342566;66584;LABORATORIO ELEA PHOENIX S.A.;59205;KANBIS SOL. ORAL X 30 ML;6;12.253,17;0;270,38;0;21,75;54.076,92;;8.256,00;49.536,01;4.540,91;8,40%;
OSDE;OSDE INTERIOR;INSULINA GLARGINA;16.590,05;OSDE SUC;OSDE;NO;22/08/2022;211;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342567;60131;SANOFI - AVENTIS ARG. S.A.;50984;INSULINA OPTISULIN 100 UI/ ml lap. Prell x 5 X 3 m;1;38.857,25;0;103,19;0;43,5;20.637,09;;19.202,45;19.202,45;1.434,64;7,00%;
OSDE;OSDE INTERIOR;INSULINA GLARGINA;17.418,77;OSDE SUC;OSDE;NO;22/08/2022;211;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342567;60131;SANOFI - AVENTIS ARG. S.A.;50984;INSULINA OPTISULIN 100 UI/ ml lap. Prell x 5 X 3 m;1;38.857,25;0;103,19;0;43,5;20.637,09;;19.202,45;19.202,45;1.434,64;7,00%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;16.191,59;OSDE SUC;OSDE;NO;25/08/2022;211;21/10/2022;40058;NORPATAGONIA;FACTURA A;6000342568;60131;SANOFI - AVENTIS ARG. S.A.;18693;CLEXANE 60 MG JGA.PRELL.X 10;3;49.960,76;0;295,87;0;58;59.173,52;;18.261,52;54.784,56;4.388,96;7,40%;
